,manufacturer,model,version,year,month,km,fuel,power_hp,transmission,no_doors,color,seller,link,price
0,Fiat,124 Spider,1.4 Multiair,2018,,89.000 km,Gasolina,140 CV,manual,2 puertas,blanco,Profesional,https://www.coches.com/coches-segunda-mano/ocasion-fiat-124+spider-14-multiair-en-palmas+las.htm?id=7984824,17490
1,Fiat,124 Spider,1.4 Multiair Anniversary,2016,,100.000 km,Gasolina,140 CV,manual,2 puertas,rojo,Particular,https://www.coches.com/coches-segunda-mano/ocasion-fiat-124+spider-14-multiair-anniversary-en-barcelona.htm?id=7786976,1000
