,manufacturer,model,version,year,month,km,fuel,power_hp,transmission,no_doors,color,seller,link,price
0,Maxus,T90,Ev 130kwh,2023,01,2.400 km,Eléctrico,177 CV,"directo, sin caja de cambios",4 puertas,MAXUS BLANCO WARM,Profesional,https://www.coches.com/km0/seminuevo-maxus-t90-ev-130kwh-en-vizcaya.htm?id=8120820,54900
1,Maxus,T90,Ev 130kwh,2023,06,43 km,Eléctrico,177 CV,"directo, sin caja de cambios",4 puertas,Blanco,Profesional,https://www.coches.com/km0/seminuevo-maxus-t90-ev-130kwh-en-madrid.htm?id=7900810,56500
